scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
katılmak-benimsemek,Bölge halkının inançlarına katılmışlardı.,Bölge halkının inançlarını benimsemişlerdi.,Bölge halkının inançlarına katılmamışlardı.,Bölge halkının inançlarını benimsememişlerdi.,"Bölge halkının inançlarına katılmışlardı, hatta benimsemişlerdi.","Bölge halkının inançlarına katılmışlardı, belki de benimsemişlerdi.",Bölge halkının inançlarına katılmışlardı ama benimsememişlerdi.,"Bölge halkının inançlarını benimsememişlerdi, hatta katılmamışlardı bile.","Bölge halkının inançlarını benimsememişlerdi, belki katılmamışlardı bile.",Bölge halkının inançlarını benimsememişlerdi ama katılmışlardı.
katılmak-benimsemek,Müzik grubunun faaliyetlerine katıldık.,Müzik grubunun faaliyetlerini benimsedik.,Müzik grubunun faaliyetlerine katılmadık.,Müzik grubunun faaliyetlerini benimsemedik.,"Müzik grubunun faaliyetlerine katıldık, hatta benimsedik.","Müzik grubunun faaliyetlerine katıldık, belki de benimsedik.",Müzik grubunun faaliyetlerine katıldık ama benimsemedik.,"Müzik grubunun faaliyetlerini benimsemedik, hatta katılmadık bile.","Müzik grubunun faaliyetlerini benimsemedik, belki katılmadık bile.",Müzik grubunun faaliyetlerini benimsemedik ama katıldık.
katılmak-benimsemek,Konferansta dile getirilen fikirlere katılmıştım.,Konferansta dile getirilen fikirleri benimsemiştim.,Konferansta dile getirilen fikirlere katılmamıştım.,Konferansta dile getirilen fikirleri benimsememiştim.,"Konferansta dile getirilen fikirlere katılmıştım, hatta benimsemiştim.","Konferansta dile getirilen fikirlere katılmıştım, belki de benimsemiştim.",Konferansta dile getirilen fikirlere katılmıştım ama benimsememiştim.,"Konferansta dile getirilen fikirleri benimsememiştim, hatta katılmamıştım bile.","Konferansta dile getirilen fikirleri benimsememiştim, belki katılmamıştım bile.",Konferansta dile getirilen fikirleri benimsememiştim ama katılmıştım.
katılmak-benimsemek,Coğrafyamız konusundaki argümanlarına katılmıştınız.,Coğrafyamız konusundaki argümanlarını benimsemiştiniz.,Coğrafyamız konusundaki argümanlarına katılmamıştınız.,Coğrafyamız konusundaki argümanlarını benimsememiştiniz.,"Coğrafyamız konusundaki argümanlarına katılmıştınız, hatta benimsemiştiniz.","Coğrafyamız konusundaki argümanlarına katılmıştınız, belki de benimsemiştiniz.",Coğrafyamız konusundaki argümanlarına katılmıştınız ama benimsememiştiniz.,"Coğrafyamız konusundaki argümanlarını benimsememiştiniz, hatta katılmamıştınız bile.","Coğrafyamız konusundaki argümanlarını benimsememiştiniz, belki katılmamıştınız bile.",Coğrafyamız konusundaki argümanlarını benimsememiştiniz ama katılmıştınız.
katılmak-benimsemek,Siyasi partilerin bu konudaki duruşlarına katıldın.,Siyasi partilerin bu konudaki duruşlarını benimsedin.,Siyasi partilerin bu konudaki duruşlarına katılmadın.,Siyasi partilerin bu konudaki duruşlarını benimsemedin.,"Siyasi partilerin bu konudaki duruşlarına katıldın, hatta benimsedin.","Siyasi partilerin bu konudaki duruşlarına katıldın, belki de benimsedin.",Siyasi partilerin bu konudaki duruşlarına katıldın ama benimsemedin.,"Siyasi partilerin bu konudaki duruşlarını benimsemedin, hatta katılmadın bile.","Siyasi partilerin bu konudaki duruşlarını benimsemedin, belki katılmadın bile.",Siyasi partilerin bu konudaki duruşlarını benimsemedin ama katıldın.
katılmak-benimsemek,Öğrenci kulübünün kampüsteki etkinliklerine katıldım.,Öğrenci kulübünün kampüsteki etkinliklerini benimsedim.,Öğrenci kulübünün kampüsteki etkinliklerine katılmadım.,Öğrenci kulübünün kampüsteki etkinliklerini benimsemedim.,"Öğrenci kulübünün kampüsteki etkinliklerine katıldım, hatta benimsedim.","Öğrenci kulübünün kampüsteki etkinliklerine katıldım, belki de benimsedim.",Öğrenci kulübünün kampüsteki etkinliklerine katıldım ama benimsemedim.,"Öğrenci kulübünün kampüsteki etkinliklerini benimsemedim, hatta katılmadım bile.","Öğrenci kulübünün kampüsteki etkinliklerini benimsemedim, belki katılmadım bile.",Öğrenci kulübünün kampüsteki etkinliklerini benimsemedim ama katıldım.
katılmak-benimsemek,Mahallelinin ona karşı olan görüşlerine katıldın.,Mahallelinin ona karşı olan görüşlerini benimsedin.,Mahallelinin ona karşı olan görüşlerine katılmadın.,Mahallelinin ona karşı olan görüşlerini benimsemedin.,"Mahallelinin ona karşı olan görüşlerine katıldın, hatta benimsedin.","Mahallelinin ona karşı olan görüşlerine katıldın, belki de benimsedin.",Mahallelinin ona karşı olan görüşlerine katıldın ama benimsemedin.,"Mahallelinin ona karşı olan görüşlerini benimsemedin, hatta katılmadın bile.","Mahallelinin ona karşı olan görüşlerini benimsemedin, belki katılmadın bile.",Mahallelinin ona karşı olan görüşlerini benimsemedin ama katıldın.
katılmak-benimsemek,Sosyoloji profesörünün bu perspektifine katılmışlardı.,Sosyoloji profesörünün bu perspektifini benimsemişlerdi.,Sosyoloji profesörünün bu perspektifine katılmamışlardı.,Sosyoloji profesörünün bu perspektifini benimsememişlerdi.,"Sosyoloji profesörünün bu perspektifine katılmışlardı, hatta benimsemişlerdi.","Sosyoloji profesörünün bu perspektifine katılmışlardı, belki de benimsemişlerdi.",Sosyoloji profesörünün bu perspektifine katılmışlardı ama benimsememişlerdi.,"Sosyoloji profesörünün bu perspektifini benimsememişlerdi, hatta katılmamışlardı bile.","Sosyoloji profesörünün bu perspektifini benimsememişlerdi, belki katılmamışlardı bile.",Sosyoloji profesörünün bu perspektifini benimsememişlerdi ama katılmışlardı.
katılmak-benimsemek,İlkokul öğrencilerine yönelik bu yaklaşıma katılmıştınız.,İlkokul öğrencilerine yönelik bu yaklaşımı benimsemiştiniz.,İlkokul öğrencilerine yönelik bu yaklaşıma katılmamıştınız.,İlkokul öğrencilerine yönelik bu yaklaşımı benimsememiştiniz.,"İlkokul öğrencilerine yönelik bu yaklaşıma katılmıştınız, hatta benimsemiştiniz.","İlkokul öğrencilerine yönelik bu yaklaşıma katılmıştınız, belki de benimsemiştiniz.",İlkokul öğrencilerine yönelik bu yaklaşıma katılmıştınız ama benimsememiştiniz.,"İlkokul öğrencilerine yönelik bu yaklaşımı benimsememiştiniz, hatta katılmamıştınız bile.","İlkokul öğrencilerine yönelik bu yaklaşımı benimsememiştiniz, belki katılmamıştınız bile.",İlkokul öğrencilerine yönelik bu yaklaşımı benimsememiştiniz ama katılmıştınız.
katılmak-benimsemek,Yeni ortaya çıkan bu anlayışa siz katıldınız.,Yeni ortaya çıkan bu anlayışı siz benimsediniz.,Yeni ortaya çıkan bu anlayışa siz katılmadınız.,Yeni ortaya çıkan bu anlayışı siz benimsemediniz.,"Yeni ortaya çıkan bu anlayışa siz katıldınız, hatta benimsediniz.","Yeni ortaya çıkan bu anlayışa siz katıldınız, belki de benimsediniz.",Yeni ortaya çıkan bu anlayışa siz katıldınız ama benimsemediniz.,"Yeni ortaya çıkan bu anlayışı siz benimsemediniz, hatta katılmadınız bile.","Yeni ortaya çıkan bu anlayışı siz benimsemediniz, belki katılmadınız bile.",Yeni ortaya çıkan bu anlayışı siz benimsemediniz ama katıldınız.
katılmak-benimsemek,Toplantıdaki farklı çıkarımlara katılmıştın.,Toplantıdaki farklı çıkarımları benimsemiştin.,Toplantıdaki farklı çıkarımlara katılmamıştın.,Toplantıdaki farklı çıkarımları benimsemedin.,"Toplantıdaki farklı çıkarımlara katılmıştın, hatta benimsemiştin.","Toplantıdaki farklı çıkarımlara katılmıştın, belki de benimsemiştin.",Toplantıdaki farklı çıkarımlara katılmıştın ama benimsemedin.,"Toplantıdaki farklı çıkarımları benimsemedin, hatta katılmadın bile.","Toplantıdaki farklı çıkarımları benimsemedin, belki katılmadın bile.",Toplantıdaki farklı çıkarımları benimsemedin ama katılmıştın.
katılmak-benimsemek,Ülkelerindeki bu zihniyete katılmışlar.,Ülkelerindeki bu zihniyeti benimsemişler.,Ülkelerindeki bu zihniyete katılmamışlar.,Ülkelerindeki bu zihniyeti benimsememişler.,"Ülkelerindeki bu zihniyete katılmışlar, hatta benimsemişler.","Ülkelerindeki bu zihniyete katılmışlar, belki de benimsemişler.",Ülkelerindeki bu zihniyete katılmışlar ama benimsememişler.,"Ülkelerindeki bu zihniyeti benimsememişler, hatta katılmamışlar bile.","Ülkelerindeki bu zihniyeti benimsememişler, belki katılmamışlar bile.",Ülkelerindeki bu zihniyeti benimsememişler ama katılmışlar.
katılmak-benimsemek,Asfalt sorununa yönelik bu önerilere katıldık.,Asfalt sorununa yönelik bu önerileri benimsedik.,Asfalt sorununa yönelik bu önerilere katılmadık.,Asfalt sorununa yönelik bu önerileri benimsemedik.,"Asfalt sorununa yönelik bu önerilere katıldık, hatta benimsedik.","Asfalt sorununa yönelik bu önerilere katıldık, belki de benimsedik.",Asfalt sorununa yönelik bu önerilere katıldık ama benimsemedik.,"Asfalt sorununa yönelik bu önerileri benimsemedik, hatta katılmadık bile.","Asfalt sorununa yönelik bu önerileri benimsemedik, belki katılmadık bile.",Asfalt sorununa yönelik bu önerileri benimsemedik ama katıldık.
katılmak-benimsemek,Psikolojideki yeni tezinize katıldım.,Psikolojideki yeni tezinizi benimsedim.,Psikolojideki yeni tezinize katılmadım.,Psikolojideki yeni tezinizi benimsemedim.,"Psikolojideki yeni tezinize katıldım, hatta benimsedim.","Psikolojideki yeni tezinize katıldım, belki de benimsedim.",Psikolojideki yeni tezinize katıldım ama benimsemedim.,"Psikolojideki yeni tezinizi benimsemedim, hatta katılmadım bile.","Psikolojideki yeni tezinizi benimsemedim, belki katılmadım bile.",Psikolojideki yeni tezinizi benimsemedim ama katıldım.
katılmak-benimsemek,Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuza katılmışlar.,Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuzu benimsemişler.,Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuza katılmamışlar.,Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuzu benimsememişler.,"Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuza katılmışlar, hatta benimsemişler.","Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuza katılmışlar, belki de benimsemişler.",Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuza katılmışlar ama benimsememişler.,"Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuzu benimsememişler, hatta katılmamışlar bile.","Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuzu benimsememişler, belki katılmamışlar bile.",Denizlerimizi temizlemek amaçlı ortaya koyduğumuz vizyonumuzu benimsememişler ama katılmışlar.
katılmak-benimsemek,Hayvan hakları konusundaki duyarlılığınıza katılmıştık.,Hayvan hakları konusundaki duyarlılığınızı benimsemiştik.,Hayvan hakları konusundaki duyarlılığınıza katılmamıştık.,Hayvan hakları konusundaki duyarlılığınızı benimsememiştik.,"Hayvan hakları konusundaki duyarlılığınıza katılmıştık, hatta benimsemiştik.","Hayvan hakları konusundaki duyarlılığınıza katılmıştık, belki de benimsemiştik.",Hayvan hakları konusundaki duyarlılığınıza katılmıştık ama benimsememiştik.,"Hayvan hakları konusundaki duyarlılığınızı benimsememiştik, hatta katılmamıştık bile.","Hayvan hakları konusundaki duyarlılığınızı benimsememiştik, belki katılmamıştık bile.",Hayvan hakları konusundaki duyarlılığınızı benimsememiştik ama katılmıştık.
katılmak-benimsemek,Yargı tasarınıza katıldım.,Yargı tasarınızı benimsedim.,Yargı tasarınıza katılmadım.,Yargı tasarınızı benimsemedim.,"Yargı tasarınıza katıldım, hatta benimsedim.","Yargı tasarınıza katıldım, belki de benimsedim.",Yargı tasarınıza katıldım ama benimsemedim.,"Yargı tasarınızı benimsemedim, hatta katılmadım bile.","Yargı tasarınızı benimsemedim, belki katılmadım bile.",Yargı tasarınızı benimsemedim ama katıldım.
katılmak-benimsemek,Yeni yasal düzenlemelere katıldılar.,Yeni yasal düzenlemeleri benimsediler.,Yeni yasal düzenlemelere katılmadılar.,Yeni yasal düzenlemeleri benimsemediler.,"Yeni yasal düzenlemelere katıldılar, hatta benimsediler.","Yeni yasal düzenlemelere katıldılar, belki de benimsediler.",Yeni yasal düzenlemelere katıldılar ama benimsemediler.,"Yeni yasal düzenlemeleri benimsemediler, hatta katılmadılar bile.","Yeni yasal düzenlemeleri benimsemediler, belki katılmadılar bile.",Yeni yasal düzenlemeleri benimsemediler ama katıldılar.
katılmak-benimsemek,Kaçış planımıza katıldınız.,Kaçış planımızı benimsediniz.,Kaçış planımıza katılmadınız.,Kaçış planımızı benimsemediniz.,"Kaçış planımıza katıldınız, hatta benimsediniz.","Kaçış planımıza katıldınız, belki de benimsediniz.",Kaçış planımıza katıldınız ama benimsemediniz.,"Kaçış planımızı benimsemediniz, hatta katılmadınız bile.","Kaçış planımızı benimsemediniz, belki katılmadınız bile.",Kaçış planımızı benimsemediniz ama katıldınız.
katılmak-benimsemek,Gezide edindiğimiz izlenimlere katıldılar.,Gezide edindiğimiz izlenimleri benimsediler.,Gezide edindiğimiz izlenimlere katılmadılar.,Gezide edindiğimiz izlenimleri benimsemediler.,"Gezide edindiğimiz izlenimlere katıldılar, hatta benimsediler.","Gezide edindiğimiz izlenimlere katıldılar, belki de benimsediler.",Gezide edindiğimiz izlenimlere katıldılar ama benimsemediler.,"Gezide edindiğimiz izlenimleri benimsemediler, hatta katılmadılar bile.","Gezide edindiğimiz izlenimleri benimsemediler, belki katılmadılar bile.",Gezide edindiğimiz izlenimleri benimsemediler ama katıldılar.
katılmak-benimsemek,Şaire yaptığınız eleştirilere katıldık.,Şaire yaptığınız eleştirileri benimsedik.,Şaire yaptığınız eleştirilere katılmadık.,Şaire yaptığınız eleştirileri benimsemedik.,"Şaire yaptığınız eleştirilere katıldık, hatta benimsedik.","Şaire yaptığınız eleştirilere katıldık, belki de benimsedik.",Şaire yaptığınız eleştirilere katıldık ama benimsemedik.,"Şaire yaptığınız eleştirileri benimsemedik, hatta katılmadık bile.","Şaire yaptığınız eleştirileri benimsemedik, belki katılmadık bile.",Şaire yaptığınız eleştirileri benimsemedik ama katıldık.
katılmak-benimsemek,Maç sonu yorumlarınıza katılmışlar.,Maç sonu yorumlarını benimsemişler.,Maç sonu yorumlarınıza katılmamışlar.,Maç sonu yorumlarını benimsememişler.,"Maç sonu yorumlarınıza katılmışlar, hatta benimsemişler.","Maç sonu yorumlarınıza katılmışlar, belki de benimsemişler.",Maç sonu yorumlarınıza katılmışlar ama benimsememişler.,"Maç sonu yorumlarını benimsememişler, hatta katılmamışlar bile.","Maç sonu yorumlarını benimsememişler, belki katılmamışlar bile.",Maç sonu yorumlarını benimsememişler ama katılmışlar.
katılmak-benimsemek,Sistemin sunduğu çözümlere katılmıştınız.,Sistemin sunduğu çözümleri benimsemiştiniz.,Sistemin sunduğu çözümlere katılmamıştınız.,Sistemin sunduğu çözümleri benimsememiştiniz.,"Sistemin sunduğu çözümlere katılmıştınız, hatta benimsemiştiniz.","Sistemin sunduğu çözümlere katılmıştınız, belki de benimsemiştiniz.",Sistemin sunduğu çözümlere katılmıştınız ama benimsememiştiniz.,"Sistemin sunduğu çözümleri benimsememiştiniz, hatta katılmamıştınız bile.","Sistemin sunduğu çözümleri benimsememiştiniz, belki katılmamıştınız bile.",Sistemin sunduğu çözümleri benimsememiştiniz ama katılmıştınız.
katılmak-benimsemek,Duruşmada yaptığınız vurgulara katılmıştık.,Duruşmada yaptığınız vurguları benimsemiştik.,Duruşmada yaptığınız vurgulara katılmamıştık.,Duruşmada yaptığınız vurguları benimsememiştik.,"Duruşmada yaptığınız vurgulara katılmıştık, hatta benimsemiştik.","Duruşmada yaptığınız vurgulara katılmıştık, belki de benimsemiştik.",Duruşmada yaptığınız vurgulara katılmıştık ama benimsememiştik.,"Duruşmada yaptığınız vurguları benimsememiştik, hatta katılmamıştık bile.","Duruşmada yaptığınız vurguları benimsememiştik, belki katılmamıştık bile.",Duruşmada yaptığınız vurguları benimsememiştik ama katılmıştık.
