ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
4,373,5,possibly-one hundred percent,It is not one hundred percent certain that he broke the broken clocks.,He possibly didn't break the broken clocks.,neutral,1
4,373,6,possibly-one hundred percent,He possibly broke the broken clocks.,He is one hundred percent certain broke the broken clocks.,neutral,1
4,373,7,possibly-one hundred percent,He is one hundred percent certain broke the broken clocks.,He possibly didn't break the broken clocks.,contradiction,2
4,373,8,possibly-one hundred percent,He possibly didn't break the broken clocks.,He is one hundred percent certain broke the broken clocks.,contradiction,2
4,34,1,probably-certain,They will probably win the volleyball game.,It is not certain that they will win the volleyball game.,implicature,3
4,34,2,probably-certain,It is not certain that they will win the volleyball game.,They will probably win the volleyball game.,implicature,3
4,34,3,probably-certain,They probably won't win the volleyball game.,It is not certain that they will win the volleyball game.,entailment,0
4,34,4,probably-certain,It is certain that they will win the volleyball game.,They will probably win the volleyball game.,entailment,0
4,34,5,probably-certain,It is not certain that they will win the volleyball game.,They probably won't win the volleyball game.,neutral,1
4,34,6,probably-certain,They will probably win the volleyball game.,It is certain that they will win the volleyball game.,neutral,1
4,34,7,probably-certain,It is certain that they will win the volleyball game.,They probably won't win the volleyball game.,contradiction,2
4,34,8,probably-certain,They probably won't win the volleyball game.,It is certain that they will win the volleyball game.,contradiction,2
3,132,1,a few-every,They cut down a few of the poplar trees.,They did not cut down every one of the poplar trees.,implicature,3
3,132,2,a few-every,They did not cut down every one of the poplar trees.,They cut down a few of the poplar trees.,implicature,3
3,132,3,a few-every,They did not cut down any of the poplar trees.,They did not cut down every one of the poplar trees.,entailment,0
3,132,4,a few-every,They cut down every one of the poplar trees.,They cut down a few of the poplar trees.,entailment,0
3,132,5,a few-every,They did not cut down every one of the poplar trees.,They did not cut down any of the poplar trees.,neutral,1
3,132,6,a few-every,They cut down a few of the poplar trees.,They cut down every one of the poplar trees.,neutral,1
3,132,7,a few-every,They cut down every one of the poplar trees.,They did not cut down any of the poplar trees.,contradiction,2
3,132,8,a few-every,They did not cut down any of the poplar trees.,They cut down every one of the poplar trees.,contradiction,2
1,62,1,harmful-lethal,The new drugs he started using are harmful.,The new drugs he started using are not lethal.,implicature,3
1,62,2,harmful-lethal,The new drugs he started using are not lethal.,The new drugs he started using are harmful.,implicature,3
1,62,3,harmful-lethal,The new drugs he started using are not harmful.,The new drugs he started using are not lethal.,entailment,0
1,62,4,harmful-lethal,The new drugs he started using are lethal.,The new drugs he started using are harmful.,entailment,0
1,62,5,harmful-lethal,The new drugs he started using are not lethal.,The new drugs he started using are not harmful.,neutral,1
1,62,6,harmful-lethal,The new drugs he started using are harmful.,The new drugs he started using are lethal.,neutral,1
1,62,7,harmful-lethal,The new drugs he started using are lethal.,The new drugs he started using are not harmful.,contradiction,2
1,62,8,harmful-lethal,The new drugs he started using are not harmful.,The new drugs he started using are lethal.,contradiction,2
1,188,1,affordable-cheap ,Repairing bicycles without wheels is affordable.,Repairing bicycles without wheels is not cheap.,implicature,3
1,188,2,affordable-cheap ,Repairing bicycles without wheels is not cheap.,Repairing bicycles without wheels is affordable.,implicature,3
1,188,3,affordable-cheap ,Repairing bicycles without wheels is not affordable.,Repairing bicycles without wheels is not cheap.,entailment,0
1,188,4,affordable-cheap ,Repairing bicycles without wheels is cheap.,Repairing bicycles without wheels is affordable.,entailment,0
1,188,5,affordable-cheap ,Repairing bicycles without wheels is not cheap.,Repairing bicycles without wheels is not affordable.,neutral,1
1,188,6,affordable-cheap ,Repairing bicycles without wheels is affordable.,Repairing bicycles without wheels is cheap.,neutral,1
1,188,7,affordable-cheap ,Repairing bicycles without wheels is cheap.,Repairing bicycles without wheels is not affordable.,contradiction,2
1,188,8,affordable-cheap ,Repairing bicycles without wheels is not affordable.,Repairing bicycles without wheels is cheap.,contradiction,2
1,179,1,reasonable-marvelous ,Field irrigation methods are reasonable.,Field irrigation methods are not marvelous.,implicature,3
1,179,2,reasonable-marvelous ,Field irrigation methods are not marvelous.,Field irrigation methods are reasonable.,implicature,3
1,179,3,reasonable-marvelous ,Field irrigation methods are not reasonable.,Field irrigation methods are not marvelous.,entailment,0
1,179,4,reasonable-marvelous ,Field irrigation methods are marvelous.,Field irrigation methods are reasonable.,entailment,0
1,179,5,reasonable-marvelous ,Field irrigation methods are not marvelous.,Field irrigation methods are not reasonable.,neutral,1
1,179,6,reasonable-marvelous ,Field irrigation methods are reasonable.,Field irrigation methods are marvelous.,neutral,1
1,179,7,reasonable-marvelous ,Field irrigation methods are marvelous.,Field irrigation methods are not reasonable.,contradiction,2
1,179,8,reasonable-marvelous ,Field irrigation methods are not reasonable.,Field irrigation methods are marvelous.,contradiction,2
1,68,1,harmful-lethal,"After the accident, the water sources in the area are harmful.  ","After the accident, the water sources in the area are not lethal.  ",implicature,3
1,68,2,harmful-lethal,"After the accident, the water sources in the area are not lethal.  ","After the accident, the water sources in the area are harmful.  ",implicature,3
1,68,3,harmful-lethal,"After the accident, the water sources in the area are not harmful.  ","After the accident, the water sources in the area are not lethal.  ",entailment,0
1,68,4,harmful-lethal,"After the accident, the water sources in the area are lethal.  ","After the accident, the water sources in the area are harmful.  ",entailment,0
1,68,5,harmful-lethal,"After the accident, the water sources in the area are not lethal.  ","After the accident, the water sources in the area are not harmful.  ",neutral,1
1,68,6,harmful-lethal,"After the accident, the water sources in the area are harmful.  ","After the accident, the water sources in the area are lethal.  ",neutral,1
1,68,7,harmful-lethal,"After the accident, the water sources in the area are lethal.  ","After the accident, the water sources in the area are not harmful.  ",contradiction,2
1,68,8,harmful-lethal,"After the accident, the water sources in the area are not harmful.  ","After the accident, the water sources in the area are lethal.  ",contradiction,2
4,206,1,probably-certain,Students in the class are probably playing in the garden.,It is not certain that the students in the class are playing in the garden.,implicature,3
4,206,2,probably-certain,It is not certain that the students in the class are playing in the garden.,Students in the class are probably playing in the garden.,implicature,3
4,206,3,probably-certain,Students in the class are probably not playing in the garden.,It is not certain that the students in the class are playing in the garden.,entailment,0
4,206,4,probably-certain,It is certain that the students in the class are playing in the garden.,Students in the class are probably playing in the garden.,entailment,0
4,206,5,probably-certain,It is not certain that the students in the class are playing in the garden.,Students in the class are probably not playing in the garden.,neutral,1
4,206,6,probably-certain,Students in the class are probably playing in the garden.,It is certain that the students in the class are playing in the garden.,neutral,1
4,206,7,probably-certain,It is certain that the students in the class are playing in the garden.,Students in the class are probably not playing in the garden.,contradiction,2
4,206,8,probably-certain,Students in the class are probably not playing in the garden.,It is certain that the students in the class are playing in the garden.,contradiction,2
5,392,1,thirty-sixty,Thirty people were having fun on the deck of the ship.,Sixty people were not having fun on the deck of the ship.,implicature,3
5,392,2,thirty-sixty,More than thirty people were not having fun on the deck of the ship.,Thirty people were having fun on the deck of the ship.,implicature,3
5,392,3,thirty-sixty,Thirty people were not having fun on the deck of the ship.,Sixty people were not having fun on the deck of the ship.,entailment,0
5,392,4,thirty-sixty,Sixty people were having fun on the deck of the ship.,Thirty people were having fun on the deck of the ship.,entailment,0
5,392,5,thirty-sixty,Sixty people were not having fun on the deck of the ship.,Thirty people were not having fun on the deck of the ship.,neutral,1
5,392,6,thirty-sixty,Thirty people were having fun on the deck of the ship.,Sixty people were having fun on the deck of the ship.,neutral,1
5,392,7,thirty-sixty,Sixty people were having fun on the deck of the ship.,Thirty people were not having fun on the deck of the ship.,contradiction,2
